X;name.for.phylo;Family;Genus;Translation;Symbol
1173;Astragalus_naturitensis;Fabaceae;Astragalus;Fabaceae.undiff;ASNA
1174;Astragalus_neglectus;Fabaceae;Astragalus;Fabaceae.undiff;ASNE2
1175;Astragalus_nelsonianus;Fabaceae;Astragalus;Fabaceae.undiff;ASNE3
1176;Astragalus_neomexicanus;Fabaceae;Astragalus;Fabaceae.undiff;ASNE4
1177;Astragalus_nevinii;Fabaceae;Astragalus;Fabaceae.undiff;ASNE5
1178;Astragalus_newberryi;Fabaceae;Astragalus;Fabaceae.undiff;ASNE6
1179;Astragalus_newberryi;Fabaceae;Astragalus;Fabaceae.undiff;ASNEA
1180;Astragalus_newberryi;Fabaceae;Astragalus;Fabaceae.undiff;ASNEB
1181;Astragalus_newberryi;Fabaceae;Astragalus;Fabaceae.undiff;ASNEC
1182;Astragalus_newberryi;Fabaceae;Astragalus;Fabaceae.undiff;ASNEE
1183;Astragalus_newberryi;Fabaceae;Astragalus;Fabaceae.undiff;ASNEN
1184;Astragalus_nidularius;Fabaceae;Astragalus;Fabaceae.undiff;ASNI2
1185;Astragalus_nothoxys;Fabaceae;Astragalus;Fabaceae.undiff;ASNO3
1186;Astragalus_norvegicus;Fabaceae;Astragalus;Fabaceae.undiff;ASNO8
1187;Astragalus_nudisiliquus;Fabaceae;Astragalus;Fabaceae.undiff;ASNU2
1188;Astragalus_nutans;Fabaceae;Astragalus;Fabaceae.undiff;ASNU3
1189;Astragalus_nuttallianus;Fabaceae;Astragalus;Fabaceae.undiff;ASNU4
1190;Astragalus_nuttallii;Fabaceae;Astragalus;Fabaceae.undiff;ASNU5
1191;Astragalus_nutzotinensis;Fabaceae;Astragalus;Fabaceae.undiff;ASNU6
1192;Astragalus_nutriosensis;Fabaceae;Astragalus;Fabaceae.undiff;ASNU7
1193;Astragalus_nuttallianus;Fabaceae;Astragalus;Fabaceae.undiff;ASNUA
1194;Astragalus_nuttallianus;Fabaceae;Astragalus;Fabaceae.undiff;ASNUC
1195;Astragalus_nuttallianus;Fabaceae;Astragalus;Fabaceae.undiff;ASNUI
1196;Astragalus_nuttallianus;Fabaceae;Astragalus;Fabaceae.undiff;ASNUM
1197;Astragalus_nuttallianus;Fabaceae;Astragalus;Fabaceae.undiff;ASNUM2
1198;Astragalus_nuttallianus;Fabaceae;Astragalus;Fabaceae.undiff;ASNUN
1199;Astragalus_nuttallii;Fabaceae;Astragalus;Fabaceae.undiff;ASNUN2
1200;Astragalus_nuttallianus;Fabaceae;Astragalus;Fabaceae.undiff;ASNUT
1201;Astragalus_nuttallii;Fabaceae;Astragalus;Fabaceae.undiff;ASNUV
1202;Astragalus_nuttallianus;Fabaceae;Astragalus;Fabaceae.undiff;ASNUZ
1203;Astragalus_nyensis;Fabaceae;Astragalus;Fabaceae.undiff;ASNY2
1204;Astragalus_obcordatus;Fabaceae;Astragalus;Fabaceae.undiff;ASOB3
1205;Astragalus_obscurus;Fabaceae;Astragalus;Fabaceae.undiff;ASOB4
1206;Astragalus_oniciformis;Fabaceae;Astragalus;Fabaceae.undiff;ASON2
1207;Astragalus_onobrychis;Fabaceae;Astragalus;Fabaceae.undiff;ASON3
1208;Astragalus_oocalycis;Fabaceae;Astragalus;Fabaceae.undiff;ASOO
1209;Astragalus_oocarpus;Fabaceae;Astragalus;Fabaceae.undiff;ASOO2
1210;Astragalus_oophorus;Fabaceae;Astragalus;Fabaceae.undiff;ASOO3
1211;Astragalus_oophorus;Fabaceae;Astragalus;Fabaceae.undiff;ASOOC
1212;Astragalus_oophorus;Fabaceae;Astragalus;Fabaceae.undiff;ASOOC2
1213;Astragalus_oophorus;Fabaceae;Astragalus;Fabaceae.undiff;ASOOL
1214;Astragalus_oophorus;Fabaceae;Astragalus;Fabaceae.undiff;ASOOL3
1215;Astragalus_oophorus;Fabaceae;Astragalus;Fabaceae.undiff;ASOOO2
1216;Astragalus_oreganus;Fabaceae;Astragalus;Fabaceae.undiff;ASOR2
1217;Astragalus_osterhoutii;Fabaceae;Astragalus;Fabaceae.undiff;ASOS
1218;Astragalus_oxyphysus;Fabaceae;Astragalus;Fabaceae.undiff;ASOX
1219;Astragalus_palmeri;Fabaceae;Astragalus;Fabaceae.undiff;ASPA10
1220;Astragalus_panamintensis;Fabaceae;Astragalus;Fabaceae.undiff;ASPA11
1221;Astragalus_pardalinus;Fabaceae;Astragalus;Fabaceae.undiff;ASPA12
1222;Astragalus_parryi;Fabaceae;Astragalus;Fabaceae.undiff;ASPA13
1223;Astragalus_pattersonii;Fabaceae;Astragalus;Fabaceae.undiff;ASPA14
1224;Astragalus_pauperculus;Fabaceae;Astragalus;Fabaceae.undiff;ASPA15
1225;Astragalus_paysonii;Fabaceae;Astragalus;Fabaceae.undiff;ASPA16
1226;Astragalus_pallescens;Fabaceae;Astragalus;Fabaceae.undiff;ASPA36
1227;Astragalus_pachypus;Fabaceae;Astragalus;Fabaceae.undiff;ASPA9
1228;Astragalus_pachypus;Fabaceae;Astragalus;Fabaceae.undiff;ASPAJ
1229;Astragalus_pachypus;Fabaceae;Astragalus;Fabaceae.undiff;ASPAP5
1230;Astragalus_penduliflorus;Fabaceae;Astragalus;Fabaceae.undiff;ASPE18
1231;Astragalus_peckii;Fabaceae;Astragalus;Fabaceae.undiff;ASPE4
1232;Astragalus_pectinatus;Fabaceae;Astragalus;Fabaceae.undiff;ASPE5
1233;Astragalus_perianus;Fabaceae;Astragalus;Fabaceae.undiff;ASPE6
1234;Astragalus_phoenix;Fabaceae;Astragalus;Fabaceae.undiff;ASPH
1235;Astragalus_pictiformis;Fabaceae;Astragalus;Fabaceae.undiff;ASPI3
1236;Astragalus_pinonis;Fabaceae;Astragalus;Fabaceae.undiff;ASPI4
1237;Astragalus_piscator;Fabaceae;Astragalus;Fabaceae.undiff;ASPI6
1238;Astragalus_piutensis;Fabaceae;Astragalus;Fabaceae.undiff;ASPI7
1239;Astragalus_pinonis;Fabaceae;Astragalus;Fabaceae.undiff;ASPIA
1240;Astragalus_pinonis;Fabaceae;Astragalus;Fabaceae.undiff;ASPIP4
1241;Astragalus_plattensis;Fabaceae;Astragalus;Fabaceae.undiff;ASPL2
1242;Astragalus_platytropis;Fabaceae;Astragalus;Fabaceae.undiff;ASPL3
1243;Astragalus_pleianthus;Fabaceae;Astragalus;Fabaceae.undiff;ASPL8
1244;Astragalus_polaris;Fabaceae;Astragalus;Fabaceae.undiff;ASPO
1245;Astragalus_ponticus;Fabaceae;Astragalus;Fabaceae.undiff;ASPO11
1246;Astragalus_polybotrys;Fabaceae;Astragalus;Fabaceae.undiff;ASPO14
1247;Astragalus_pomonensis;Fabaceae;Astragalus;Fabaceae.undiff;ASPO2
1248;Astragalus_porrectus;Fabaceae;Astragalus;Fabaceae.undiff;ASPO3
1249;Asperugo_procumbens;Boraginaceae;Asperugo;Boraginaceae;ASPR
1250;Astragalus_praelongus;Fabaceae;Astragalus;Fabaceae.undiff;ASPR5
1251;Astragalus_preussii;Fabaceae;Astragalus;Fabaceae.undiff;ASPR6
1252;Astragalus_proimanthus;Fabaceae;Astragalus;Fabaceae.undiff;ASPR7
1253;Astragalus_proximus;Fabaceae;Astragalus;Fabaceae.undiff;ASPR8
1254;Astragalus_preussii;Fabaceae;Astragalus;Fabaceae.undiff;ASPRC2
1255;Astragalus_praelongus;Fabaceae;Astragalus;Fabaceae.undiff;ASPRE
1256;Astragalus_praelongus;Fabaceae;Astragalus;Fabaceae.undiff;ASPRL
1257;Astragalus_preussii;Fabaceae;Astragalus;Fabaceae.undiff;ASPRL2
1258;Astragalus_praelongus;Fabaceae;Astragalus;Fabaceae.undiff;ASPRP2
1259;Astragalus_preussii;Fabaceae;Astragalus;Fabaceae.undiff;ASPRP3
1260;Astragalus_pseudiodanthus;Fabaceae;Astragalus;Fabaceae.undiff;ASPS
1261;Astragalus_pterocarpus;Fabaceae;Astragalus;Fabaceae.undiff;ASPT2
1262;Astragalus_pubentissimus;Fabaceae;Astragalus;Fabaceae.undiff;ASPU6
1263;Astragalus_pulsiferae;Fabaceae;Astragalus;Fabaceae.undiff;ASPU7
1264;Astragalus_puniceus;Fabaceae;Astragalus;Fabaceae.undiff;ASPU8
1265;Astragalus_purshii;Fabaceae;Astragalus;Fabaceae.undiff;ASPU9
1266;Astragalus_purshii;Fabaceae;Astragalus;Fabaceae.undiff;ASPUC
1267;Astragalus_pulsiferae;Fabaceae;Astragalus;Fabaceae.undiff;ASPUC5
1268;Astragalus_puniceus;Fabaceae;Astragalus;Fabaceae.undiff;ASPUG
1269;Astragalus_purshii;Fabaceae;Astragalus;Fabaceae.undiff;ASPUG2
1270;Astragalus_purshii;Fabaceae;Astragalus;Fabaceae.undiff;ASPUL
1271;Astragalus_purshii;Fabaceae;Astragalus;Fabaceae.undiff;ASPUL2
1272;Astragalus_purshii;Fabaceae;Astragalus;Fabaceae.undiff;ASPUO
1273;Astragalus_purshii;Fabaceae;Astragalus;Fabaceae.undiff;ASPUP
1274;Astragalus_pulsiferae;Fabaceae;Astragalus;Fabaceae.undiff;ASPUP5
1275;Astragalus_puniceus;Fabaceae;Astragalus;Fabaceae.undiff;ASPUP6
1276;Astragalus_purshii;Fabaceae;Astragalus;Fabaceae.undiff;ASPUP7
1277;Astragalus_pulsiferae;Fabaceae;Astragalus;Fabaceae.undiff;ASPUS
1278;Astragalus_purshii;Fabaceae;Astragalus;Fabaceae.undiff;ASPUT
1279;Astragalus_pycnostachyus;Fabaceae;Astragalus;Fabaceae.undiff;ASPY
1280;Astragalus_pycnostachyus;Fabaceae;Astragalus;Fabaceae.undiff;ASPYL
1281;Astragalus_pycnostachyus;Fabaceae;Astragalus;Fabaceae.undiff;ASPYP
1282;Aspalathus_quinquefolia;Fabaceae;Aspalathus;Fabaceae.undiff;ASQU4
1283;Aspalathus_quinquefolia;Fabaceae;Aspalathus;Fabaceae.undiff;ASQUV
1284;Astragalus_racemosus;Fabaceae;Astragalus;Fabaceae.undiff;ASRA2
1285;Astragalus_rafaelensis;Fabaceae;Astragalus;Fabaceae.undiff;ASRA3
1286;Astragalus_rattanii;Fabaceae;Astragalus;Fabaceae.undiff;ASRA4
1287;Astragalus_ravenii;Fabaceae;Astragalus;Fabaceae.undiff;ASRA5
1288;Astragalus_rattanii;Fabaceae;Astragalus;Fabaceae.undiff;ASRAJ
1289;Astragalus_racemosus;Fabaceae;Astragalus;Fabaceae.undiff;ASRAL
1290;Astragalus_racemosus;Fabaceae;Astragalus;Fabaceae.undiff;ASRAR2
1291;Astragalus_rattanii;Fabaceae;Astragalus;Fabaceae.undiff;ASRAR3
1292;Astragalus_racemosus;Fabaceae;Astragalus;Fabaceae.undiff;ASRAT
1293;Astragalus_recurvus;Fabaceae;Astragalus;Fabaceae.undiff;ASRE2
1294;Astragalus_reflexus;Fabaceae;Astragalus;Fabaceae.undiff;ASRE3
1295;Astragalus_remotus;Fabaceae;Astragalus;Fabaceae.undiff;ASRE4
1296;Astragalus_reventus;Fabaceae;Astragalus;Fabaceae.undiff;ASRE5
1297;Astragalus_reventiformis;Fabaceae;Astragalus;Fabaceae.undiff;ASRE6
1298;Astragalus_riparius;Fabaceae;Astragalus;Fabaceae.undiff;ASRI
1299;Astragalus_ripleyi;Fabaceae;Astragalus;Fabaceae.undiff;ASRI2
1300;Astragalus_robbinsii;Fabaceae;Astragalus;Fabaceae.undiff;ASRO
1301;Astragalus_robbinsii;Fabaceae;Astragalus;Fabaceae.undiff;ASROA
1302;Astragalus_robbinsii;Fabaceae;Astragalus;Fabaceae.undiff;ASROF
1303;Astragalus_robbinsii;Fabaceae;Astragalus;Fabaceae.undiff;ASROH
1304;Astragalus_robbinsii;Fabaceae;Astragalus;Fabaceae.undiff;ASROJ
1305;Astragalus_robbinsii;Fabaceae;Astragalus;Fabaceae.undiff;ASROM
1306;Astragalus_robbinsii;Fabaceae;Astragalus;Fabaceae.undiff;ASROO
1307;Astragalus_robbinsii;Fabaceae;Astragalus;Fabaceae.undiff;ASROR
1308;Astragalus_rusbyi;Fabaceae;Astragalus;Fabaceae.undiff;ASRU4
1309;Astragalus_sabulonum;Fabaceae;Astragalus;Fabaceae.undiff;ASSA2
1310;Astragalus_sabulosus;Fabaceae;Astragalus;Fabaceae.undiff;ASSA3
1311;Astragalus_salmonis;Fabaceae;Astragalus;Fabaceae.undiff;ASSA4
1312;Astragalus_saurinus;Fabaceae;Astragalus;Fabaceae.undiff;ASSA5
1313;Astragalus_sabulosus;Fabaceae;Astragalus;Fabaceae.undiff;ASSAS
1314;Astragalus_sabulosus;Fabaceae;Astragalus;Fabaceae.undiff;ASSAV
1315;Astragalus_scorpioides;Fabaceae;Astragalus;Fabaceae.undiff;ASSC15
1316;Astragalus_scorpiurus;Fabaceae;Astragalus;Fabaceae.undiff;ASSC16
1317;Astragalus_scaphoides;Fabaceae;Astragalus;Fabaceae.undiff;ASSC4
1318;Astragalus_schmolliae;Fabaceae;Astragalus;Fabaceae.undiff;ASSC5
1319;Astragalus_sclerocarpus;Fabaceae;Astragalus;Fabaceae.undiff;ASSC6
1320;Astragalus_scopulorum;Fabaceae;Astragalus;Fabaceae.undiff;ASSC7
1321;Astragalus_sesameus;Fabaceae;Astragalus;Fabaceae.undiff;ASSE20
1322;Astragalus_sepultipes;Fabaceae;Astragalus;Fabaceae.undiff;ASSE3
1323;Astragalus_serenoi;Fabaceae;Astragalus;Fabaceae.undiff;ASSE4
1324;Astragalus_sericoleucus;Fabaceae;Astragalus;Fabaceae.undiff;ASSE5
1325;Astragalus_serpens;Fabaceae;Astragalus;Fabaceae.undiff;ASSE6
1326;Astragalus_sesquiflorus;Fabaceae;Astragalus;Fabaceae.undiff;ASSE7
1327;Astragalus_serenoi;Fabaceae;Astragalus;Fabaceae.undiff;ASSES
1328;Astragalus_serenoi;Fabaceae;Astragalus;Fabaceae.undiff;ASSES3
1329;Astragalus_serenoi;Fabaceae;Astragalus;Fabaceae.undiff;ASSES4
1330;Astragalus_sheldonii;Fabaceae;Astragalus;Fabaceae.undiff;ASSH2
1331;Astragalus_shortianus;Fabaceae;Astragalus;Fabaceae.undiff;ASSH3
1332;Astragalus_shevockii;Fabaceae;Astragalus;Fabaceae.undiff;ASSH5
1333;Astragalus_siliquosus;Fabaceae;Astragalus;Fabaceae.undiff;ASSI12
1334;Astragalus_sinicus;Fabaceae;Astragalus;Fabaceae.undiff;ASSI13
1335;Astragalus_siliceus;Fabaceae;Astragalus;Fabaceae.undiff;ASSI3
1336;Astragalus_simplicifolius;Fabaceae;Astragalus;Fabaceae.undiff;ASSI4
1337;Astragalus_sinuatus;Fabaceae;Astragalus;Fabaceae.undiff;ASSI5
1338;Astragalus_solitarius;Fabaceae;Astragalus;Fabaceae.undiff;ASSO3
1339;Astragalus_sophoroides;Fabaceae;Astragalus;Fabaceae.undiff;ASSO4
1340;Astragalus_soxmaniorum;Fabaceae;Astragalus;Fabaceae.undiff;ASSO5
1341;Astragalus_spaldingii;Fabaceae;Astragalus;Fabaceae.undiff;ASSP4
1342;Astragalus_sparsiflorus;Fabaceae;Astragalus;Fabaceae.undiff;ASSP5
1343;Astragalus_spatulatus;Fabaceae;Astragalus;Fabaceae.undiff;ASSP6
1344;Astragalus_speirocarpus;Fabaceae;Astragalus;Fabaceae.undiff;ASSP7
1345;Astragalus_sparsiflorus;Fabaceae;Astragalus;Fabaceae.undiff;ASSPM
1346;Astragalus_sparsiflorus;Fabaceae;Astragalus;Fabaceae.undiff;ASSPS3
1347;Astragalus_stella;Fabaceae;Astragalus;Fabaceae.undiff;ASST20
1348;Astragalus_stevenianus;Fabaceae;Astragalus;Fabaceae.undiff;ASST21
1349;Astragalus_straturensis;Fabaceae;Astragalus;Fabaceae.undiff;ASST5
1350;Astragalus_striatiflorus;Fabaceae;Astragalus;Fabaceae.undiff;ASST6
1351;Astragalus_subumbellatus;Fabaceae;Astragalus;Fabaceae.undiff;ASSU28
1352;Astragalus_sulcatus;Fabaceae;Astragalus;Fabaceae.undiff;ASSU29
1353;Astragalus_suprapilosus;Fabaceae;Astragalus;Fabaceae.undiff;ASSU30
1354;Astragalus_subcinereus;Fabaceae;Astragalus;Fabaceae.undiff;ASSU6
1355;Astragalus_succumbens;Fabaceae;Astragalus;Fabaceae.undiff;ASSU7
1356;Astragalus_subvestitus;Fabaceae;Astragalus;Fabaceae.undiff;ASSU8
1357;Astragalus_tetrapterus;Fabaceae;Astragalus;Fabaceae.undiff;ASTE10
1358;Astragalus_tephrosioides;Fabaceae;Astragalus;Fabaceae.undiff;ASTE21
1359;Astragalus_tegetarioides;Fabaceae;Astragalus;Fabaceae.undiff;ASTE4
1360;Astragalus_tenellus;Fabaceae;Astragalus;Fabaceae.undiff;ASTE5
1361;Astragalus_tener;Fabaceae;Astragalus;Fabaceae.undiff;ASTE6
1362;Astragalus_tennesseensis;Fabaceae;Astragalus;Fabaceae.undiff;ASTE7
1363;Astragalus_tephrodes;Fabaceae;Astragalus;Fabaceae.undiff;ASTE8
1364;Astragalus_terminalis;Fabaceae;Astragalus;Fabaceae.undiff;ASTE9
1365;Astragalus_tephrodes;Fabaceae;Astragalus;Fabaceae.undiff;ASTEB
1366;Astragalus_tephrodes;Fabaceae;Astragalus;Fabaceae.undiff;ASTEC
1367;Astragalus_tener;Fabaceae;Astragalus;Fabaceae.undiff;ASTEF
1368;Astragalus_tephrodes;Fabaceae;Astragalus;Fabaceae.undiff;ASTER2
1369;Astragalus_tener;Fabaceae;Astragalus;Fabaceae.undiff;ASTET
1370;Astragalus_tener;Fabaceae;Astragalus;Fabaceae.undiff;ASTET2
1371;Astragalus_tephrodes;Fabaceae;Astragalus;Fabaceae.undiff;ASTET3
1372;Astragalus_thurberi;Fabaceae;Astragalus;Fabaceae.undiff;ASTH
1373;Astragalus_tidestromii;Fabaceae;Astragalus;Fabaceae.undiff;ASTI
1374;Astragalus_titanophilus;Fabaceae;Astragalus;Fabaceae.undiff;ASTI2
1375;Astragalus_tiehmii;Fabaceae;Astragalus;Fabaceae.undiff;ASTI3
1376;Astragalus_tibetanus;Fabaceae;Astragalus;Fabaceae.undiff;ASTI5
1377;Astragalus_toanus;Fabaceae;Astragalus;Fabaceae.undiff;ASTO2
1378;Astragalus_toquimanus;Fabaceae;Astragalus;Fabaceae.undiff;ASTO3
1379;Astragalus_tortipes;Fabaceae;Astragalus;Fabaceae.undiff;ASTO9
1380;Astragalus_toanus;Fabaceae;Astragalus;Fabaceae.undiff;ASTOS
1381;Astragalus_toanus;Fabaceae;Astragalus;Fabaceae.undiff;ASTOT
1382;Astragalus_trimestris;Fabaceae;Astragalus;Fabaceae.undiff;ASTR17
1383;Astragalus_traskiae;Fabaceae;Astragalus;Fabaceae.undiff;ASTR4
1384;Astragalus_tricarinatus;Fabaceae;Astragalus;Fabaceae.undiff;ASTR5
1385;Astragalus_trichopodus;Fabaceae;Astragalus;Fabaceae.undiff;ASTR6
1386;Astragalus_tridactylicus;Fabaceae;Astragalus;Fabaceae.undiff;ASTR7
1387;Astragalus_troglodytus;Fabaceae;Astragalus;Fabaceae.undiff;ASTR8
1388;Astragalus_trichopodus;Fabaceae;Astragalus;Fabaceae.undiff;ASTRL
1389;Astragalus_trichopodus;Fabaceae;Astragalus;Fabaceae.undiff;ASTRP
1390;Astragalus_trichopodus;Fabaceae;Astragalus;Fabaceae.undiff;ASTRT2
1391;Astragalus_tweedyi;Fabaceae;Astragalus;Fabaceae.undiff;ASTW
1392;Astragalus_tyghensis;Fabaceae;Astragalus;Fabaceae.undiff;ASTY
1393;Astragalus_umbellatus;Fabaceae;Astragalus;Fabaceae.undiff;ASUM2
1394;Astragalus_umbraticus;Fabaceae;Astragalus;Fabaceae.undiff;ASUM3
1395;Astragalus_uncialis;Fabaceae;Astragalus;Fabaceae.undiff;ASUN3
1396;Astragalus_utahensis;Fabaceae;Astragalus;Fabaceae.undiff;ASUT
1397;Astragalus_utriger;Fabaceae;Astragalus;Fabaceae.undiff;ASUT3
1398;Astragalus_vaccarum;Fabaceae;Astragalus;Fabaceae.undiff;ASVA2
1399;Astragalus_vallaris;Fabaceae;Astragalus;Fabaceae.undiff;ASVA3
1400;Astragalus_vaginatus;Fabaceae;Astragalus;Fabaceae.undiff;ASVA8
1401;Astragalus_verus;Fabaceae;Astragalus;Fabaceae.undiff;ASVE16
1402;Astragalus_vesicarius;Fabaceae;Astragalus;Fabaceae.undiff;ASVE17
1403;Astragalus_vexilliflexus;Fabaceae;Astragalus;Fabaceae.undiff;ASVE5
1404;Astragalus_vexilliflexus;Fabaceae;Astragalus;Fabaceae.undiff;ASVEN
1405;Astragalus_vexilliflexus;Fabaceae;Astragalus;Fabaceae.undiff;ASVEV2
1406;Astragalus_villosus;Fabaceae;Astragalus;Fabaceae.undiff;ASVI6
1407;Astragalus_wardii;Fabaceae;Astragalus;Fabaceae.undiff;ASWA2
1408;Astragalus_waterfallii;Fabaceae;Astragalus;Fabaceae.undiff;ASWA3
1409;Astragalus_webberi;Fabaceae;Astragalus;Fabaceae.undiff;ASWE
1410;Astragalus_wetherillii;Fabaceae;Astragalus;Fabaceae.undiff;ASWE2
1411;Astragalus_welshii;Fabaceae;Astragalus;Fabaceae.undiff;ASWE4
1412;Astragalus_whitneyi;Fabaceae;Astragalus;Fabaceae.undiff;ASWH
1413;Astragalus_whitneyi;Fabaceae;Astragalus;Fabaceae.undiff;ASWHC
1414;Astragalus_whitneyi;Fabaceae;Astragalus;Fabaceae.undiff;ASWHL
1415;Astragalus_whitneyi;Fabaceae;Astragalus;Fabaceae.undiff;ASWHS
1416;Astragalus_whitneyi;Fabaceae;Astragalus;Fabaceae.undiff;ASWHS2
1417;Astragalus_whitneyi;Fabaceae;Astragalus;Fabaceae.undiff;ASWHW
1418;Astragalus_williamsii;Fabaceae;Astragalus;Fabaceae.undiff;ASWI
1419;Astragalus_wingatanus;Fabaceae;Astragalus;Fabaceae.undiff;ASWI2
1420;Astragalus_wittmannii;Fabaceae;Astragalus;Fabaceae.undiff;ASWI3
1421;Astragalus_woodruffii;Fabaceae;Astragalus;Fabaceae.undiff;ASWO
1422;Astragalus_wootonii;Fabaceae;Astragalus;Fabaceae.undiff;ASWO2
1423;Astragalus_wrightii;Fabaceae;Astragalus;Fabaceae.undiff;ASWR
1424;Astragalus_xiphoides;Fabaceae;Astragalus;Fabaceae.undiff;ASXI
1425;Astragalus_yoder-williamsii;Fabaceae;Astragalus;Fabaceae.undiff;ASYO
1426;Astragalus_zionis;Fabaceae;Astragalus;Fabaceae.undiff;ASZI
1427;Astragalus_zionis;Fabaceae;Astragalus;Fabaceae.undiff;ASZIV
1428;Astragalus_zionis;Fabaceae;Astragalus;Fabaceae.undiff;ASZIZ
1429;Attalea_funifera;Arecaceae;Attalea;Arecaceae;ATFU
1430;Attalea_Kunth;Arecaceae;Attalea;Arecaceae;ATTAL
1431;Austrocedrus_chilensis;Cupressaceae;Austrocedrus;Cupressaceae.Taxaceae.undiff;AUCH
1432;Auerodendron_pauciflorum;Rhamnaceae;Auerodendron;Rhamnaceae;AUPA2
1433;Austrocedrus_Florin;Cupressaceae;Austrocedrus;Cupressaceae.Taxaceae.undiff;AUSTR2
1434;Bauhinia_aculeata;Fabaceae;Bauhinia;Fabaceae.undiff;BAAC6
1435;Baptisia_alba;Fabaceae;Baptisia;Fabaceae.undiff;BAAL
1436;Baptisia_albescens;Fabaceae;Baptisia;Fabaceae.undiff;BAAL3
1437;Baptisia_alba;Fabaceae;Baptisia;Fabaceae.undiff;BAALA
1438;Baptisia_alba;Fabaceae;Baptisia;Fabaceae.undiff;BAALM
1439;Baptisia_arachnifera;Fabaceae;Baptisia;Fabaceae.undiff;BAAR
1440;Baptisia_australis;Fabaceae;Baptisia;Fabaceae.undiff;BAAU
1441;Baptisia_australis;Fabaceae;Baptisia;Fabaceae.undiff;BAAUA
1442;Baptisia_australis;Fabaceae;Baptisia;Fabaceae.undiff;BAAUA2
1443;Baptisia_australis;Fabaceae;Baptisia;Fabaceae.undiff;BAAUM
1444;Baptisia_×bicolor;Fabaceae;Baptisia;Fabaceae.undiff;BABI4
1445;Bastardia_bivalvis;Malvaceae;Bastardia;Malvaceae.undiff;BABI5
1446;Bauhinia_binata;Fabaceae;Bauhinia;Fabaceae.undiff;BABI6
1447;Bauhinia_×blakeana;Fabaceae;Bauhinia;Fabaceae.undiff;BABL
1448;Baptisia_bracteata;Fabaceae;Baptisia;Fabaceae.undiff;BABR2
1449;Baptisia_bracteata;Fabaceae;Baptisia;Fabaceae.undiff;BABRB
1450;Baptisia_bracteata;Fabaceae;Baptisia;Fabaceae.undiff;BABRL
1451;Baptisia_bracteata;Fabaceae;Baptisia;Fabaceae.undiff;BABRL2
1452;Baptisia_×bushii;Fabaceae;Baptisia;Fabaceae.undiff;BABU
1453;Bauhinia_carronii;Fabaceae;Bauhinia;Fabaceae.undiff;BACA15
1454;Baptisia_calycosa;Fabaceae;Baptisia;Fabaceae.undiff;BACA4
1455;Baptisia_calycosa;Fabaceae;Baptisia;Fabaceae.undiff;BACAC2
1456;Baptisia_calycosa;Fabaceae;Baptisia;Fabaceae.undiff;BACAV
1457;Baptisia_cinerea;Fabaceae;Baptisia;Fabaceae.undiff;BACI
1458;Bauhinia_corymbosa;Fabaceae;Bauhinia;Fabaceae.undiff;BACO10
1459;Bauhinia_diphylla;Fabaceae;Bauhinia;Fabaceae.undiff;BADI5
1460;Bauhinia_divaricata;Fabaceae;Bauhinia;Fabaceae.undiff;BADI9
1461;Bastardiopsis_eggersii;Malvaceae;Bastardiopsis;Malvaceae.undiff;BAEG6
1462;Bauhinia_esculenta;Fabaceae;Bauhinia;Fabaceae.undiff;BAES
1463;Bauhinia_fassoglensis;Fabaceae;Bauhinia;Fabaceae.undiff;BAFA
1464;Bauhinia_forficata;Fabaceae;Bauhinia;Fabaceae.undiff;BAFO
1465;Baptisia_×fulva;Fabaceae;Baptisia;Fabaceae.undiff;BAFU
1466;Bauhinia_galpinii;Fabaceae;Bauhinia;Fabaceae.undiff;BAGA
1467;Bactris_gasipaes;Arecaceae;Bactris;Arecaceae;BAGA2
1468;Bactris_guineensis;Arecaceae;Bactris;Arecaceae;BAGU
1469;Baptisia_lanceolata;Fabaceae;Baptisia;Fabaceae.undiff;BALA3
1470;Baptisia_lanceolata;Fabaceae;Baptisia;Fabaceae.undiff;BALAL
1471;Baptisia_lanceolata;Fabaceae;Baptisia;Fabaceae.undiff;BALAT
1472;Baptisia_lecontei;Fabaceae;Baptisia;Fabaceae.undiff;BALE4
1473;Bauhinia_lunarioides;Fabaceae;Bauhinia;Fabaceae.undiff;BALU
1474;Bauhinia_macrantha;Fabaceae;Bauhinia;Fabaceae.undiff;BAMA16
1475;Baptisia_megacarpa;Fabaceae;Baptisia;Fabaceae.undiff;BAME
1476;Baptisia_×microphylla;Fabaceae;Baptisia;Fabaceae.undiff;BAMI3
1477;Bauhinia_monandra;Fabaceae;Bauhinia;Fabaceae.undiff;BAMO2
1478;Baccaurea_motleyana;Euphorbiaceae;Baccaurea;Euphorbiaceae;BAMO4
1479;Bauhinia_multinervia;Fabaceae;Bauhinia;Fabaceae.undiff;BAMU3
1480;Baphia_nitida;Fabaceae;Baphia;Fabaceae.undiff;BANI3
1481;Baptisia_nuttalliana;Fabaceae;Baptisia;Fabaceae.undiff;BANU2
1482;Bauhinia_pauletia;Fabaceae;Bauhinia;Fabaceae.undiff;BAPA3
1483;Baptisia_perfoliata;Fabaceae;Baptisia;Fabaceae.undiff;BAPE3
1484;Bauhinia_petersiana;Fabaceae;Bauhinia;Fabaceae.undiff;BAPE8
1485;Bauhinia_petersiana;Fabaceae;Bauhinia;Fabaceae.undiff;BAPEM2
1486;Barbieria_pinnata;Fabaceae;Barbieria;Fabaceae.undiff;BAPI3
