X;name.for.phylo;Family;Genus;Translation;Symbol
4263;Hevea_benthamiana;Euphorbiaceae;Hevea;Euphorbiaceae;HEBE2
4264;Hesperocyparis_benthamii;Cupressaceae;Hesperocyparis;Cupressaceae.Taxaceae.undiff;HEBE3
4265;Hedysarum_biebersteinii;Fabaceae;Hedysarum;Fabaceae.undiff;HEBI7
4266;Hedysarum_boreale;Fabaceae;Hedysarum;Fabaceae.undiff;HEBO
4267;Hedysarum_boreale;Fabaceae;Hedysarum;Fabaceae.undiff;HEBOB
4268;Hedysarum_boreale;Fabaceae;Hedysarum;Fabaceae.undiff;HEBOB2
4269;Hedysarum_boreale;Fabaceae;Hedysarum;Fabaceae.undiff;HEBOG2
4270;Hedysarum_boreale;Fabaceae;Hedysarum;Fabaceae.undiff;HEBOM
4271;Heliotropium_bracteatum;Boraginaceae;Heliotropium;Boraginaceae;HEBR11
4272;Hevea_brasiliensis;Euphorbiaceae;Hevea;Euphorbiaceae;HEBR8
4273;Hedysarum_candidum;Fabaceae;Hedysarum;Fabaceae.undiff;HECA32
4274;Hedysarum_coronarium;Fabaceae;Hedysarum;Fabaceae.undiff;HECO24
4275;Heliotropium_confertifolium;Boraginaceae;Heliotropium;Boraginaceae;HECO4
4276;Heliotropium_convolvulaceum;Boraginaceae;Heliotropium;Boraginaceae;HECO5
4277;Heliotropium_convolvulaceum;Boraginaceae;Heliotropium;Boraginaceae;HECOC
4278;Heliotropium_convolvulaceum;Boraginaceae;Heliotropium;Boraginaceae;HECOC7
4279;Herissantia_crispa;Malvaceae;Herissantia;Malvaceae.undiff;HECR3
4280;Hebestigma_cubense;Fabaceae;Hebestigma;Fabaceae.undiff;HECU10
4281;Heliotropium_curassavicum;Boraginaceae;Heliotropium;Boraginaceae;HECU3
4282;Heliotropium_curassavicum;Boraginaceae;Heliotropium;Boraginaceae;HECUC2
4283;Hebestigma_cubense;Fabaceae;Hebestigma;Fabaceae.undiff;HECUC3
4284;Heliotropium_curassavicum;Boraginaceae;Heliotropium;Boraginaceae;HECUO
4285;Heliotropium_curassavicum;Boraginaceae;Heliotropium;Boraginaceae;HECUO2
4286;Hedysarum_cyprium;Fabaceae;Hedysarum;Fabaceae.undiff;HECY3
4287;Heterospathe_elata;Arecaceae;Heterospathe;Arecaceae;HEEL9
4288;Heterospathe_elata;Arecaceae;Heterospathe;Arecaceae;HEELP
4289;Heliotropium_europaeum;Boraginaceae;Heliotropium;Boraginaceae;HEEU
4290;Hedysarum_flexuosum;Fabaceae;Hedysarum;Fabaceae.undiff;HEFL15
4291;Hesperocyparis_forbesii;Cupressaceae;Hesperocyparis;Cupressaceae.Taxaceae.undiff;HEFO10
4292;Heliotropium_foertherianum;Boraginaceae;Heliotropium;Boraginaceae;HEFO11
4293;Heliotropium_fruticosum;Boraginaceae;Heliotropium;Boraginaceae;HEFR2
4294;Hedysarum_fruticosum;Fabaceae;Hedysarum;Fabaceae.undiff;HEFR3
4295;Heliotropium_glabriusculum;Boraginaceae;Heliotropium;Boraginaceae;HEGL3
4296;Hesperocyparis_glabra;Cupressaceae;Hesperocyparis;Cupressaceae.Taxaceae.undiff;HEGL4
4297;Hesperocyparis_goveniana;Cupressaceae;Hesperocyparis;Cupressaceae.Taxaceae.undiff;HEGO3
4298;Heliotropium_greggii;Boraginaceae;Heliotropium;Boraginaceae;HEGR6
4299;Heliotropium_guanicense;Boraginaceae;Heliotropium;Boraginaceae;HEGU2
4300;Hesperocyparis_guadalupensis;Cupressaceae;Hesperocyparis;Cupressaceae.Taxaceae.undiff;HEGU4
4301;Hedysarum_humile;Fabaceae;Hedysarum;Fabaceae.undiff;HEHU2
4302;Heliotropium_indicum;Boraginaceae;Heliotropium;Boraginaceae;HEIN
4303;Heliotropium_lagoense;Boraginaceae;Heliotropium;Boraginaceae;HELA11
4304;×Hesperotropsis_leylandii;Cupressaceae;×Hesperotropsis;Cupressaceae.Taxaceae.undiff;HELE4
4305;Hesperocyparis_lusitanica;Cupressaceae;Hesperocyparis;Cupressaceae.Taxaceae.undiff;HELU
4306;Hesperocyparis_macnabiana;Cupressaceae;Hesperocyparis;Cupressaceae.Taxaceae.undiff;HEMA21
4307;Hesperocyparis_macrocarpa;Cupressaceae;Hesperocyparis;Cupressaceae.Taxaceae.undiff;HEMA22
4308;Heliotropium_microphyllum;Boraginaceae;Heliotropium;Boraginaceae;HEMI10
4309;Hedysarum_mongolicum;Fabaceae;Hedysarum;Fabaceae.undiff;HEMO11
4310;Heliotropium_molle;Boraginaceae;Heliotropium;Boraginaceae;HEMO4
4311;Hedysarum_multijugum;Fabaceae;Hedysarum;Fabaceae.undiff;HEMU4
4312;Hesperocyparis_nevadensis;Cupressaceae;Hesperocyparis;Cupressaceae.Taxaceae.undiff;HENE2
4313;Hedysarum_occidentale;Fabaceae;Hedysarum;Fabaceae.undiff;HEOC
4314;Hedysarum_occidentale;Fabaceae;Hedysarum;Fabaceae.undiff;HEOCC
4315;Hedysarum_occidentale;Fabaceae;Hedysarum;Fabaceae.undiff;HEOCO2
4316;Hesperocyparis_pigmaea;Cupressaceae;Hesperocyparis;Cupressaceae.Taxaceae.undiff;HEPI11
4317;Heliotropium_polyphyllum;Boraginaceae;Heliotropium;Boraginaceae;HEPO
4318;Heliotropium_procumbens;Boraginaceae;Heliotropium;Boraginaceae;HEPR3
4319;Heliotropium_pringlei;Boraginaceae;Heliotropium;Boraginaceae;HEPR9
4320;Heliotropium_procumbens;Boraginaceae;Heliotropium;Boraginaceae;HEPRD
4321;Heliotropium_procumbens;Boraginaceae;Heliotropium;Boraginaceae;HEPRP2
4322;Heliotropium_racemosum;Boraginaceae;Heliotropium;Boraginaceae;HERA5
4323;Heliotropium_ramosissimum;Boraginaceae;Heliotropium;Boraginaceae;HERA7
4324;Hesperocyparis_sargentii;Cupressaceae;Hesperocyparis;Cupressaceae.Taxaceae.undiff;HESA17
4325;Hedysarum_scoparium;Fabaceae;Hedysarum;Fabaceae.undiff;HESC16
4326;Hedysarum_spinosissimum;Fabaceae;Hedysarum;Fabaceae.undiff;HESP10
4327;×Hesperotropsis_Garland;Cupressaceae;×Hesperotropsis;Cupressaceae.Taxaceae.undiff;HESPE13
4328;Hesperocyparis_Bartel;Cupressaceae;Hesperocyparis;Cupressaceae.Taxaceae.undiff;HESPE5
4329;Hesperocyparis_stephensonii;Cupressaceae;Hesperocyparis;Cupressaceae.Taxaceae.undiff;HEST10
4330;Hedysarum_sulphurescens;Fabaceae;Hedysarum;Fabaceae.undiff;HESU
4331;Heliotropium_supinum;Boraginaceae;Heliotropium;Boraginaceae;HESU6
4332;Hedysarum_tauricum;Fabaceae;Hedysarum;Fabaceae.undiff;HETA2
4333;Heliotropium_ternatum;Boraginaceae;Heliotropium;Boraginaceae;HETE10
4334;Heliotropium_tenellum;Boraginaceae;Heliotropium;Boraginaceae;HETE3
4335;Heliotropium_texanum;Boraginaceae;Heliotropium;Boraginaceae;HETE4
4336;Heliotropium_torreyi;Boraginaceae;Heliotropium;Boraginaceae;HETO
4337;Heliotropium_undulatifolium;Boraginaceae;Heliotropium;Boraginaceae;HEUN8
4338;Hedysarum_varium;Fabaceae;Hedysarum;Fabaceae.undiff;HEVA2
4339;Hedysarum_vicioides;Fabaceae;Hedysarum;Fabaceae.undiff;HEVI11
4340;Hibiscus_aculeatus;Malvaceae;Hibiscus;Malvaceae.undiff;HIAC
4341;Hibiscus_acetosella;Malvaceae;Hibiscus;Malvaceae.undiff;HIAC3
4342;Hibiscus_arnottianus;Malvaceae;Hibiscus;Malvaceae.undiff;HIAR
4343;Hibiscus_archeri;Malvaceae;Hibiscus;Malvaceae.undiff;HIAR5
4344;Hibiscus_arnottianus;Malvaceae;Hibiscus;Malvaceae.undiff;HIARA2
4345;Hibiscus_arnottianus;Malvaceae;Hibiscus;Malvaceae.undiff;HIARI
4346;Hibiscus_arnottianus;Malvaceae;Hibiscus;Malvaceae.undiff;HIARP3
4347;Hibiscus_biseptus;Malvaceae;Hibiscus;Malvaceae.undiff;HIBI
4348;Hibiscus_bifurcatus;Malvaceae;Hibiscus;Malvaceae.undiff;HIBI2
4349;Hippocrepis_bicontorta;Fabaceae;Hippocrepis;Fabaceae.undiff;HIBI3
4350;Hibiscadelphus_Rock;Malvaceae;Hibiscadelphus;Malvaceae.undiff;HIBIS
4351;Hibiscadelphus_bombycinus;Malvaceae;Hibiscadelphus;Malvaceae.undiff;HIBO2
4352;Hibiscus_brackenridgei;Malvaceae;Hibiscus;Malvaceae.undiff;HIBR
4353;Hibiscus_brackenridgei;Malvaceae;Hibiscus;Malvaceae.undiff;HIBRB
4354;Hibiscus_brackenridgei;Malvaceae;Hibiscus;Malvaceae.undiff;HIBRM
4355;Hibiscus_brackenridgei;Malvaceae;Hibiscus;Malvaceae.undiff;HIBRM3
4356;Hibiscus_cannabinus;Malvaceae;Hibiscus;Malvaceae.undiff;HICA5
4357;Hibiscus_calyphyllus;Malvaceae;Hibiscus;Malvaceae.undiff;HICA6
4358;Hibiscus_clayi;Malvaceae;Hibiscus;Malvaceae.undiff;HICL
4359;Hibiscus_clypeatus;Malvaceae;Hibiscus;Malvaceae.undiff;HICL2
4360;Hibiscus_coulteri;Malvaceae;Hibiscus;Malvaceae.undiff;HICO
4361;Hibiscus_coccineus;Malvaceae;Hibiscus;Malvaceae.undiff;HICO2
4362;Hippocrepis_comosa;Fabaceae;Hippocrepis;Fabaceae.undiff;HICO3
4363;Hippocrepis_commutata;Fabaceae;Hippocrepis;Fabaceae.undiff;HICO6
4364;Hibiscadelphus_crucibracteatus;Malvaceae;Hibiscadelphus;Malvaceae.undiff;HICR
4365;Hibiscus_dasycalyx;Malvaceae;Hibiscus;Malvaceae.undiff;HIDA
4366;Hibiscus_denudatus;Malvaceae;Hibiscus;Malvaceae.undiff;HIDE
4367;Hibiscadelphus_distans;Malvaceae;Hibiscadelphus;Malvaceae.undiff;HIDI
4368;Hibiscus_elatus;Malvaceae;Hibiscus;Malvaceae.undiff;HIEL
4369;Hippocrepis_emerus;Fabaceae;Hippocrepis;Fabaceae.undiff;HIEM
4370;Hippocrepis_emerus;Fabaceae;Hippocrepis;Fabaceae.undiff;HIEME
4371;Hibiscus_furcellatus;Malvaceae;Hibiscus;Malvaceae.undiff;HIFU
4372;Hibiscus_furcellatus;Malvaceae;Hibiscus;Malvaceae.undiff;HIFUY
4373;Hibiscadelphus_giffardianus;Malvaceae;Hibiscadelphus;Malvaceae.undiff;HIGI
4374;Hippocrepis_glauca;Fabaceae;Hippocrepis;Fabaceae.undiff;HIGL2
4375;Hibiscus_grandiflorus;Malvaceae;Hibiscus;Malvaceae.undiff;HIGR4
4376;Hibiscadelphus_hualalaiensis;Malvaceae;Hibiscadelphus;Malvaceae.undiff;HIHU
4377;Hibiscus_kokio;Malvaceae;Hibiscus;Malvaceae.undiff;HIKO
4378;Hibiscus_kokio;Malvaceae;Hibiscus;Malvaceae.undiff;HIKOK
4379;Hibiscus_kokio;Malvaceae;Hibiscus;Malvaceae.undiff;HIKOS
4380;Hibiscus_laevis;Malvaceae;Hibiscus;Malvaceae.undiff;HILA2
4381;Hibiscus_lasiocarpos;Malvaceae;Hibiscus;Malvaceae.undiff;HILA6
4382;Hibiscus_lunariifolius;Malvaceae;Hibiscus;Malvaceae.undiff;HILU
4383;Hippomane_mancinella;Euphorbiaceae;Hippomane;Euphorbiaceae;HIMA2
4384;Hibiscus_macrophyllus;Malvaceae;Hibiscus;Malvaceae.undiff;HIMA5
4385;Hibiscus_martianus;Malvaceae;Hibiscus;Malvaceae.undiff;HIMA6
4386;Hibiscus_moscheutos;Malvaceae;Hibiscus;Malvaceae.undiff;HIMO
4387;Hibiscus_mutabilis;Malvaceae;Hibiscus;Malvaceae.undiff;HIMU3
4388;Hippocrepis_multisiliquosa;Fabaceae;Hippocrepis;Fabaceae.undiff;HIMU6
4389;Hibiscus_pernambucensis;Malvaceae;Hibiscus;Malvaceae.undiff;HIPE3
4390;Hibiscus_phoeniceus;Malvaceae;Hibiscus;Malvaceae.undiff;HIPH
4391;Hibiscus_poeppigii;Malvaceae;Hibiscus;Malvaceae.undiff;HIPO
4392;Hibiscadelphus_×puakuahiwi;Malvaceae;Hibiscadelphus;Malvaceae.undiff;HIPU2
4393;Hibiscus_radiatus;Malvaceae;Hibiscus;Malvaceae.undiff;HIRA
4394;Hibiscus_rosa-sinensis;Malvaceae;Hibiscus;Malvaceae.undiff;HIRO3
4395;Hibiscus_sabdariffa;Malvaceae;Hibiscus;Malvaceae.undiff;HISA2
4396;Hippocrepis_salzmannii;Fabaceae;Hippocrepis;Fabaceae.undiff;HISA5
4397;Hibiscus_schizopetalus;Malvaceae;Hibiscus;Malvaceae.undiff;HISC3
4398;Hippocrepis_scabra;Fabaceae;Hippocrepis;Fabaceae.undiff;HISC9
4399;Hibiscus_striatus;Malvaceae;Hibiscus;Malvaceae.undiff;HIST
4400;Hibiscadelphus_stellatus;Malvaceae;Hibiscadelphus;Malvaceae.undiff;HIST2
4401;Hibiscus_striatus;Malvaceae;Hibiscus;Malvaceae.undiff;HISTL2
4402;Hibiscus_syriacus;Malvaceae;Hibiscus;Malvaceae.undiff;HISY
4403;Hibiscus_tiliaceus;Malvaceae;Hibiscus;Malvaceae.undiff;HITI
4404;Hibiscus_trionum;Malvaceae;Hibiscus;Malvaceae.undiff;HITR
4405;Hibiscus_trilobus;Malvaceae;Hibiscus;Malvaceae.undiff;HITR4
4406;Hippocrepis_unisiliquosa;Fabaceae;Hippocrepis;Fabaceae.undiff;HIUN3
4407;Hibiscus_vitifolius;Malvaceae;Hibiscus;Malvaceae.undiff;HIVI
4408;Hibiscus_waimeae;Malvaceae;Hibiscus;Malvaceae.undiff;HIWA
4409;Hibiscus_waimeae;Malvaceae;Hibiscus;Malvaceae.undiff;HIWAH
4410;Hibiscus_waimeae;Malvaceae;Hibiscus;Malvaceae.undiff;HIWAW
4411;Hibiscadelphus_wilderianus;Malvaceae;Hibiscadelphus;Malvaceae.undiff;HIWI
4412;Hibiscadelphus_woodii;Malvaceae;Hibiscadelphus;Malvaceae.undiff;HIWO
4413;Horsfordia_alata;Malvaceae;Horsfordia;Malvaceae.undiff;HOAL
4414;Howeia_belmoreana;Arecaceae;Howeia;Arecaceae;HOBE2
4415;Horkelia_bolanderi;Rosaceae;Horkelia;Rosaceae.undiff;HOBO2
4416;Horkelia_californica;Rosaceae;Horkelia;Rosaceae.undiff;HOCA3
4417;Horkelia_californica;Rosaceae;Horkelia;Rosaceae.undiff;HOCAC
4418;Horkelia_californica;Rosaceae;Horkelia;Rosaceae.undiff;HOCAD
4419;Horkelia_californica;Rosaceae;Horkelia;Rosaceae.undiff;HOCAF2
4420;Horkelia_clevelandii;Rosaceae;Horkelia;Rosaceae.undiff;HOCL
4421;Horkelia_congesta;Rosaceae;Horkelia;Rosaceae.undiff;HOCO
4422;Horkeliella_congdonis;Rosaceae;Horkeliella;Rosaceae.undiff;HOCO5
4423;Horkelia_congesta;Rosaceae;Horkelia;Rosaceae.undiff;HOCOC
4424;Horkelia_congesta;Rosaceae;Horkelia;Rosaceae.undiff;HOCON
4425;Horkelia_cuneata;Rosaceae;Horkelia;Rosaceae.undiff;HOCU
4426;Horkelia_cuneata;Rosaceae;Horkelia;Rosaceae.undiff;HOCUC
4427;Horkelia_cuneata;Rosaceae;Horkelia;Rosaceae.undiff;HOCUP
4428;Horkelia_cuneata;Rosaceae;Horkelia;Rosaceae.undiff;HOCUS
4429;Horkelia_daucifolia;Rosaceae;Horkelia;Rosaceae.undiff;HODA
4430;Horkelia_daucifolia;Rosaceae;Horkelia;Rosaceae.undiff;HODAD
4431;Horkelia_daucifolia;Rosaceae;Horkelia;Rosaceae.undiff;HODAL
4432;Holodiscus_discolor;Rosaceae;Holodiscus;Rosaceae.undiff;HODI
4433;Hoffmannseggia_drepanocarpa;Fabaceae;Hoffmannseggia;Fabaceae.undiff;HODR
4434;Hoffmannseggia_drummondii;Fabaceae;Hoffmannseggia;Fabaceae.undiff;HODR3
4435;Holodiscus_dumosus;Rosaceae;Holodiscus;Rosaceae.undiff;HODU
4436;Hovenia_dulcis;Rhamnaceae;Hovenia;Rhamnaceae;HODU2
4437;Howeia_forsteriana;Arecaceae;Howeia;Arecaceae;HOFO
4438;Horkelia_fusca;Rosaceae;Horkelia;Rosaceae.undiff;HOFU
4439;Horkelia_fusca;Rosaceae;Horkelia;Rosaceae.undiff;HOFUC2
4440;Horkelia_fusca;Rosaceae;Horkelia;Rosaceae.undiff;HOFUF
4441;Horkelia_fusca;Rosaceae;Horkelia;Rosaceae.undiff;HOFUF2
4442;Horkelia_fusca;Rosaceae;Horkelia;Rosaceae.undiff;HOFUP2
4443;Horkelia_fusca;Rosaceae;Horkelia;Rosaceae.undiff;HOFUP3
4444;Horkelia_fusca;Rosaceae;Horkelia;Rosaceae.undiff;HOFUT
4445;Hoffmannseggia_glauca;Fabaceae;Hoffmannseggia;Fabaceae.undiff;HOGL2
4446;Horkelia_hendersonii;Rosaceae;Horkelia;Rosaceae.undiff;HOHE2
4447;Horkelia_hispidula;Rosaceae;Horkelia;Rosaceae.undiff;HOHI
4448;Hollisteria_lanata;Polygonaceae;Hollisteria;Polygonaceae.undiff;HOLA2
4449;Horkelia_marinensis;Rosaceae;Horkelia;Rosaceae.undiff;HOMA3
4450;Hoita_macrostachya;Fabaceae;Hoita;Fabaceae.undiff;HOMA4
4451;Hoffmannseggia_microphylla;Fabaceae;Hoffmannseggia;Fabaceae.undiff;HOMI5
4452;Horsfordia_newberryi;Malvaceae;Horsfordia;Malvaceae.undiff;HONE
4453;Hoita_orbicularis;Fabaceae;Hoita;Fabaceae.undiff;HOOR
4454;Hoffmannseggia_oxycarpa;Fabaceae;Hoffmannseggia;Fabaceae.undiff;HOOX
4455;Horkelia_parryi;Rosaceae;Horkelia;Rosaceae.undiff;HOPA2
4456;Homalocladium_platycladum;Polygonaceae;Homalocladium;Polygonaceae.undiff;HOPL5
4457;Hoheria_populnea;Malvaceae;Hoheria;Malvaceae.undiff;HOPO5
4458;Horkeliella_purpurascens;Rosaceae;Horkeliella;Rosaceae.undiff;HOPU8
4459;Hoffmannseggia_repens;Fabaceae;Hoffmannseggia;Fabaceae.undiff;HORE
4460;Horkelia_rydbergii;Rosaceae;Horkelia;Rosaceae.undiff;HORY
4461;Horkelia_sericata;Rosaceae;Horkelia;Rosaceae.undiff;HOSE
4462;Hoita_strobilina;Fabaceae;Hoita;Fabaceae.undiff;HOST3
4463;Hoffmannseggia_tenella;Fabaceae;Hoffmannseggia;Fabaceae.undiff;HOTE
4464;Horkelia_tenuiloba;Rosaceae;Horkelia;Rosaceae.undiff;HOTE2
4465;Horkelia_tridentata;Rosaceae;Horkelia;Rosaceae.undiff;HOTR
4466;Horkelia_truncata;Rosaceae;Horkelia;Rosaceae.undiff;HOTR2
4467;Horkelia_tridentata;Rosaceae;Horkelia;Rosaceae.undiff;HOTRF
4468;Horkelia_tridentata;Rosaceae;Horkelia;Rosaceae.undiff;HOTRT
4469;Horkelia_tularensis;Rosaceae;Horkelia;Rosaceae.undiff;HOTU
4470;Horkelia_wilderae;Rosaceae;Horkelia;Rosaceae.undiff;HOWI
4471;Horkelia_yadonii;Rosaceae;Horkelia;Rosaceae.undiff;HOYA2
4472;Hura_crepitans;Euphorbiaceae;Hura;Euphorbiaceae;HUCR
4473;Hyphaene_benguelensis;Arecaceae;Hyphaene;Arecaceae;HYBE4
4474;Hymenocarpos_circinnatus;Fabaceae;Hymenocarpos;Fabaceae.undiff;HYCI5
4475;Hyeronima_clusioides;Euphorbiaceae;Hyeronima;Euphorbiaceae;HYCL
4476;Hymenaea_courbaril;Fabaceae;Hymenaea;Fabaceae.undiff;HYCO
4477;Hyphaene_coriacea;Arecaceae;Hyphaene;Arecaceae;HYCO19
4478;Hyeronima_Allemao;Euphorbiaceae;Hyeronima;Euphorbiaceae;HYERO
4479;Hymenocarpos_Savi;Fabaceae;Hymenocarpos;Fabaceae.undiff;HYMEN12
4480;Hydriastele_palauensis;Arecaceae;Hydriastele;Arecaceae;HYPA16
4481;Hyphaene_thebaica;Arecaceae;Hyphaene;Arecaceae;HYTH2
4482;Hymenaea_verrucosa;Fabaceae;Hymenaea;Fabaceae.undiff;HYVE8
4483;Ilex_ambigua;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILAM
4484;Ilex_amelanchier;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILAM2
4485;Ilex_anomala;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILAN
4486;Ilex_aquifolium;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILAQ80
4487;Ilex_×attenuata;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILAT
4488;Iliamna_bakeri;Malvaceae;Iliamna;Malvaceae.undiff;ILBA
4489;Ilex_buergeri;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILBU2
4490;Ilex_cassine;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILCA
4491;Ilex_cassine;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILCAC
4492;Ilex_cassine;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILCAL
4493;Ilex_coriacea;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILCO
4494;Ilex_collina;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILCO2
4495;Ilex_cookii;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILCO3
4496;Ilex_cornuta;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILCO80
4497;Iliamna_crandallii;Malvaceae;Iliamna;Malvaceae.undiff;ILCR
4498;Ilex_crenata;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILCR2
4499;Ilex_crenata;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILCRP2
4500;Ilex_cuthbertii;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILCU3
4501;Ilex_decidua;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILDE
4502;Ilex_glabra;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILGL
4503;Ilex_goshiensis;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILGO2
4504;Iliamna_grandiflora;Malvaceae;Iliamna;Malvaceae.undiff;ILGR
4505;Ilex_guianensis;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILGU
4506;Ilex_hexandra;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILHE2
4507;Ilex_hypaneura;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILHY
4508;Iliamna_Greene;Malvaceae;Iliamna;Malvaceae.undiff;ILIAM
4509;Ilex_krugiana;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILKR
4510;Ilex_laevigata;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILLA
4511;Iliamna_latibracteata;Malvaceae;Iliamna;Malvaceae.undiff;ILLA2
4512;Ilex_longipes;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILLO
4513;Iliamna_longisepala;Malvaceae;Iliamna;Malvaceae.undiff;ILLO2
4514;Ilex_macfadyenii;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILMA
4515;Ilex_montana;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILMO
4516;Ilex_mucronata;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILMU
4517;Ilex_myrtifolia;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILMY
4518;Ilex_nitida;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILNI
4519;Ilex_obcordata;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILOB
4520;Ilex_obcordata;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILOBO
4521;Ilex_obcordata;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILOBV
4522;Ilex_opaca;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILOP
4523;Ilex_opaca;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILOPA
4524;Ilex_opaca;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILOPO
4525;Ilex_paraguariensis;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILPA3
4526;Ilex_pedunculosa;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILPE2
4527;Iliamna_rivularis;Malvaceae;Iliamna;Malvaceae.undiff;ILRI
4528;Iliamna_rivularis;Malvaceae;Iliamna;Malvaceae.undiff;ILRID
4529;Iliamna_rivularis;Malvaceae;Iliamna;Malvaceae.undiff;ILRIR
4530;Ilex_rotunda;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILRO2
4531;Ilex_sandwicensis;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILSA2
4532;Ilex_sideroxyloides;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILSI
4533;Ilex_sideroxyloides;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILSIO
4534;Ilex_sideroxyloides;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILSIS
4535;Ilex_sugerokii;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILSU2
4536;Ilex_urbaniana;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILUR
4537;Ilex_urbaniana;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILURU
4538;Ilex_verticillata;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILVE
4539;Ilex_vomitoria;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILVO
4540;Ilex_volkensiana;Aquifoliaceae;Ilex;Aquifoliaceae.undiff;ILVO2
4541;Indigofera_amblyantha;Fabaceae;Indigofera;Fabaceae.undiff;INAM2
4542;Indigofera_arrecta;Fabaceae;Indigofera;Fabaceae.undiff;INAR2
4543;Indigofera_atriceps;Fabaceae;Indigofera;Fabaceae.undiff;INAT
4544;Indigofera_atriceps;Fabaceae;Indigofera;Fabaceae.undiff;INATR
4545;Indigofera_australis;Fabaceae;Indigofera;Fabaceae.undiff;INAU2
4546;Intsia_bijuga;Fabaceae;Intsia;Fabaceae.undiff;INBI
4547;Indigofera_caroliniana;Fabaceae;Indigofera;Fabaceae.undiff;INCA
4548;Indigofera_circinella;Fabaceae;Indigofera;Fabaceae.undiff;INCI2
4549;Indigofera_cordifolia;Fabaceae;Indigofera;Fabaceae.undiff;INCO3
4550;Indigofera_colutea;Fabaceae;Indigofera;Fabaceae.undiff;INCO82
4551;Indigofera_cryptantha;Fabaceae;Indigofera;Fabaceae.undiff;INCR2
4552;Indigofera_decora;Fabaceae;Indigofera;Fabaceae.undiff;INDE3
4553;Indigofera_dosua;Fabaceae;Indigofera;Fabaceae.undiff;INDO2
4554;Inga_edulis;Fabaceae;Inga;Fabaceae.undiff;INED
4555;Inocarpus_fagifer;Fabaceae;Inocarpus;Fabaceae.undiff;INFA3
4556;Inga_fastulosa;Fabaceae;Inga;Fabaceae.undiff;INFA4
4557;Indigofera_flavicans;Fabaceae;Indigofera;Fabaceae.undiff;INFL2
4558;Indigofera_glandulosa;Fabaceae;Indigofera;Fabaceae.undiff;INGL2
4559;Indigofera_guatemalensis;Fabaceae;Indigofera;Fabaceae.undiff;INGU
4560;Indigofera_hendecaphylla;Fabaceae;Indigofera;Fabaceae.undiff;INHE3
4561;Indigofera_hirsuta;Fabaceae;Indigofera;Fabaceae.undiff;INHI
4562;Indigofera_hochstetteri;Fabaceae;Indigofera;Fabaceae.undiff;INHO2
4563;Inga_ingoides;Fabaceae;Inga;Fabaceae.undiff;ININ
4564;Indigofera_kirilowii;Fabaceae;Indigofera;Fabaceae.undiff;INKI
